age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
23,2.0,15.94738700540948,2.0,50.48543689320388,4.0,3.0,3.0,2.0,1.0,0.0,0.0,75.51020408163266,38.0,0
19,2.0,2.550912454322856,3.0,51.45631067961165,4.0,7.0,3.0,4.0,1.0,0.0,0.0,19.387755102040817,38.0,0
26,0.0,5.505954102081401,3.0,51.45631067961165,4.0,2.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
0,2.0,8.337715935276737,2.0,45.631067961165044,2.0,12.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,1
68,2.0,22.063140764185174,3.0,26.213592233009706,2.0,7.0,0.0,4.0,1.0,0.0,0.0,29.591836734693878,38.0,0
30,2.0,33.32684730924115,2.0,47.57281553398058,4.0,10.0,2.0,4.0,1.0,0.0,0.0,17.346938775510207,12.0,0
28,2.0,8.027611412771709,2.0,48.543689320388346,2.0,2.0,0.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,0
54,1.0,8.229676009489554,2.0,47.57281553398058,2.0,9.0,0.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,0
30,2.0,1.4128193317989122,2.0,50.48543689320388,4.0,7.0,3.0,4.0,1.0,0.0,0.0,9.183673469387754,38.0,0
22,2.0,12.468814357063792,3.0,51.45631067961165,4.0,0.0,3.0,4.0,1.0,0.0,0.0,50.0,38.0,0
25,2.0,13.962187386678842,2.0,50.48543689320388,4.0,7.0,3.0,4.0,1.0,0.0,0.0,29.591836734693878,38.0,0
19,2.0,16.848037217985517,2.0,48.543689320388346,4.0,7.0,2.0,4.0,1.0,0.0,0.0,19.387755102040817,38.0,0
32,0.0,6.578257169040982,2.0,56.310679611650485,2.0,13.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
23,2.0,12.19313565474032,3.0,54.36893203883495,4.0,3.0,3.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
51,1.0,27.62495178003942,3.0,54.36893203883495,2.0,13.0,0.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,0
46,1.0,16.208574206352175,3.0,54.36893203883495,4.0,13.0,1.0,2.0,0.0,0.0,0.0,39.795918367346935,38.0,0
38,2.0,13.039425728334017,3.0,51.45631067961165,0.0,11.0,4.0,4.0,0.0,0.0,0.0,50.0,38.0,0
26,5.0,3.780649015156206,2.0,50.48543689320388,2.0,9.0,0.0,1.0,1.0,0.0,0.0,39.795918367346935,38.0,1
46,2.0,12.677614440338898,2.0,50.48543689320388,0.0,13.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
25,2.0,13.273126701305666,3.0,54.36893203883495,4.0,13.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
20,2.0,12.373360946560378,3.0,51.45631067961165,4.0,7.0,3.0,4.0,0.0,0.0,0.0,15.306122448979592,38.0,0
29,1.0,10.911760363634633,1.0,55.33980582524272,2.0,13.0,2.0,4.0,1.0,0.0,0.0,34.69387755102041,38.0,0
51,3.0,19.735451859300447,1.0,55.33980582524272,2.0,3.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,1
24,2.0,12.661013847207869,3.0,51.45631067961165,4.0,0.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
24,4.0,1.5350105828781209,3.0,54.36893203883495,4.0,4.0,4.0,4.0,1.0,0.0,0.0,50.0,38.0,0
31,2.0,25.87324902862718,0.0,52.42718446601941,2.0,7.0,5.0,0.0,0.0,0.0,0.0,23.469387755102044,25.0,0
34,2.0,23.01869539748555,0.0,53.398058252427184,5.0,2.0,1.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
19,2.0,1.615224104605508,3.0,51.45631067961165,4.0,4.0,3.0,4.0,1.0,0.0,0.0,66.32653061224491,38.0,0
21,2.0,11.078378611904668,2.0,50.48543689320388,4.0,7.0,3.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
21,2.0,11.966238203543682,2.0,47.57281553398058,2.0,4.0,0.0,4.0,1.0,0.0,0.0,70.40816326530613,38.0,0
23,2.0,0.8775182385409983,3.0,51.45631067961165,2.0,12.0,0.0,4.0,1.0,0.0,0.0,23.469387755102044,38.0,0
37,0.0,31.009431722236698,3.0,51.45631067961165,4.0,7.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
40,2.0,3.868482481271606,1.0,55.33980582524272,2.0,3.0,0.0,4.0,1.0,0.0,0.0,45.91836734693877,38.0,1
57,2.0,4.032991637791386,2.0,50.48543689320388,2.0,7.0,0.0,4.0,1.0,0.0,0.0,29.591836734693878,38.0,0
48,2.0,12.762658462526543,3.0,54.36893203883495,2.0,13.0,0.0,4.0,1.0,0.0,34.09090909090909,39.795918367346935,38.0,1
24,2.0,7.422982432626424,2.0,48.543689320388346,2.0,12.0,0.0,1.0,1.0,0.0,0.0,39.795918367346935,39.0,0
0,2.0,12.152178453654752,3.0,51.45631067961165,2.0,13.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
52,3.0,5.135638411867519,2.0,56.310679611650485,2.0,13.0,0.0,4.0,1.0,0.0,0.0,34.69387755102041,38.0,1
45,4.0,15.254516347842298,3.0,51.45631067961165,2.0,3.0,0.0,0.0,1.0,0.0,0.0,39.795918367346935,38.0,0
62,1.0,9.286194905931106,2.0,50.48543689320388,4.0,2.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
0,2.0,2.8406064115028506,0.0,52.42718446601941,2.0,0.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
49,2.0,6.954355852763625,2.0,50.48543689320388,5.0,6.0,4.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
55,0.0,11.913442874569593,3.0,51.45631067961165,0.0,0.0,4.0,2.0,0.0,0.0,0.0,39.795918367346935,38.0,0
37,3.0,7.606133238809738,3.0,54.36893203883495,4.0,3.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
43,5.0,12.581616748093484,3.0,54.36893203883495,2.0,0.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
29,2.0,2.9063284318494627,3.0,51.45631067961165,0.0,0.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
44,2.0,6.026627623523041,2.0,50.48543689320388,2.0,10.0,5.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,1
28,2.0,18.200781452511077,3.0,51.45631067961165,5.0,11.0,4.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
38,2.0,19.319484537976237,3.0,51.45631067961165,4.0,3.0,1.0,4.0,0.0,0.0,0.0,44.89795918367347,38.0,0
45,2.0,1.25334478139264,0.0,52.42718446601941,2.0,10.0,0.0,4.0,1.0,0.0,45.38567493112948,50.0,38.0,1
19,2.0,19.838321108538626,3.0,51.45631067961165,4.0,7.0,3.0,4.0,0.0,0.0,0.0,19.387755102040817,38.0,0
0,2.0,11.906843458447833,2.0,49.51456310679612,4.0,7.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
60,2.0,4.693273426056264,2.0,50.48543689320388,2.0,5.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
30,2.0,6.974630347653159,2.0,50.48543689320388,4.0,10.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
51,2.0,11.166756359762068,3.0,51.45631067961165,0.0,10.0,1.0,4.0,0.0,0.0,0.0,60.20408163265306,38.0,0
48,2.0,20.493772396343243,2.0,50.48543689320388,0.0,3.0,4.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
51,1.0,10.94496154989669,2.0,50.48543689320388,0.0,12.0,4.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
41,2.0,7.268882664422412,0.0,52.42718446601941,2.0,11.0,0.0,4.0,1.0,0.0,42.42424242424243,47.95918367346939,38.0,1
50,5.0,14.586342474318409,2.0,50.48543689320388,2.0,2.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,1
46,2.0,8.705106111127366,2.0,50.48543689320388,2.0,10.0,5.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,1
54,2.0,0.5350969876046637,3.0,51.45631067961165,2.0,12.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,1
68,2.0,4.1836896451078935,2.0,50.48543689320388,2.0,5.0,0.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,1
23,4.0,13.69215560742863,0.0,53.398058252427184,4.0,2.0,1.0,4.0,1.0,0.0,0.0,29.591836734693878,38.0,0
49,2.0,6.296455297120001,1.0,55.33980582524272,4.0,7.0,1.0,4.0,0.0,0.0,0.0,34.69387755102041,38.0,0
24,2.0,40.55926309694951,2.0,47.57281553398058,2.0,5.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
30,1.0,23.686733200573947,2.0,50.48543689320388,2.0,9.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
38,2.0,10.555119752188524,2.0,50.48543689320388,2.0,6.0,0.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,0
34,2.0,8.369828558054792,2.0,50.48543689320388,4.0,10.0,1.0,4.0,0.0,0.0,0.0,34.69387755102041,38.0,0
22,2.0,20.940967882614757,3.0,51.45631067961165,4.0,3.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
61,2.0,9.046438798579697,2.0,45.631067961165044,2.0,12.0,0.0,4.0,1.0,0.0,0.0,30.612244897959187,38.0,0
36,2.0,10.94557386685644,2.0,50.48543689320388,0.0,3.0,4.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
51,3.0,10.31284634178036,0.0,52.42718446601941,2.0,3.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
43,2.0,7.710703368491666,2.0,44.66019417475728,2.0,6.0,5.0,1.0,0.0,0.0,0.0,39.795918367346935,39.0,1
54,0.0,7.659200708654828,3.0,51.45631067961165,2.0,9.0,0.0,4.0,1.0,0.0,0.0,47.95918367346939,38.0,1
63,2.0,8.152047826036672,2.0,50.48543689320388,6.0,13.0,1.0,4.0,0.0,0.0,0.0,24.48979591836735,38.0,0
63,4.0,9.854016833273578,2.0,47.57281553398058,2.0,6.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
0,1.0,6.89931536160378,1.0,55.33980582524272,2.0,13.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,1
27,2.0,8.969831143393067,2.0,50.48543689320388,0.0,10.0,3.0,4.0,0.0,0.0,0.0,34.69387755102041,38.0,0
35,2.0,23.608900911467813,0.0,53.398058252427184,2.0,7.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
46,4.0,1.221028052961335,2.0,50.48543689320388,5.0,2.0,4.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
53,2.0,14.347947071322002,0.0,52.42718446601941,2.0,2.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,1
26,0.0,25.77514224463151,3.0,93.20388349514563,0.0,0.0,3.0,4.0,1.0,0.0,0.0,23.469387755102044,38.0,0
43,2.0,9.898511865682153,2.0,50.48543689320388,4.0,7.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
39,2.0,12.037403041310306,2.0,50.48543689320388,2.0,10.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,1
0,0.0,11.02789648033408,2.0,50.48543689320388,0.0,13.0,1.0,4.0,1.0,0.0,36.50137741046832,39.795918367346935,38.0,0
54,0.0,1.2916486089859553,2.0,50.48543689320388,2.0,0.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
57,5.0,8.611965898027456,3.0,51.45631067961165,0.0,13.0,4.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
29,1.0,5.477855557150604,2.0,50.48543689320388,4.0,7.0,3.0,4.0,1.0,0.0,0.0,19.387755102040817,38.0,0
20,2.0,14.030018498775707,2.0,99.02912621359224,4.0,2.0,2.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
53,2.0,6.097520320418662,3.0,54.36893203883495,2.0,3.0,0.0,4.0,1.0,0.0,43.663911845730034,55.10204081632653,38.0,1
23,2.0,32.72562008998338,2.0,50.48543689320388,4.0,7.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,7.0,0
69,2.0,11.621299649550595,2.0,48.543689320388346,2.0,0.0,0.0,4.0,1.0,0.0,0.0,19.387755102040817,38.0,0
56,2.0,12.718775747077718,2.0,45.631067961165044,2.0,5.0,0.0,4.0,1.0,0.0,45.959595959595966,39.795918367346935,38.0,0
28,2.0,15.822746486491269,2.0,50.48543689320388,4.0,0.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
28,2.0,12.565288295833456,3.0,54.36893203883495,2.0,7.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
33,3.0,8.448545304991677,2.0,50.48543689320388,2.0,3.0,0.0,1.0,1.0,0.0,0.0,84.69387755102042,35.0,1
48,2.0,11.576940687577519,2.0,50.48543689320388,0.0,10.0,4.0,4.0,0.0,0.0,0.0,29.591836734693878,38.0,0
61,2.0,10.29005454383407,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
49,2.0,4.6108147421431225,3.0,54.36893203883495,2.0,13.0,0.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,0
48,2.0,6.422320449957716,3.0,51.45631067961165,2.0,3.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
32,2.0,26.768456423783206,2.0,45.631067961165044,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
51,2.0,11.66531843543492,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
19,2.0,16.104004076670247,3.0,51.45631067961165,4.0,7.0,3.0,4.0,1.0,0.0,0.0,13.26530612244898,38.0,0
47,2.0,4.200086132585672,2.0,50.48543689320388,2.0,13.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,0
25,2.0,0.5216940497078907,3.0,54.36893203883495,4.0,12.0,3.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
29,2.0,11.480874960114356,2.0,48.543689320388346,0.0,2.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
22,2.0,3.968154075275526,2.0,50.48543689320388,4.0,0.0,3.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
57,2.0,6.364558550087867,2.0,50.48543689320388,2.0,7.0,0.0,2.0,1.0,0.0,0.0,47.95918367346939,8.0,0
50,2.0,6.8993833968215315,0.0,53.398058252427184,2.0,0.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,3.0,0
45,3.0,8.90029915085245,3.0,51.45631067961165,2.0,10.0,0.0,4.0,1.0,0.0,0.0,29.591836734693878,38.0,0
52,2.0,21.17786651082066,3.0,51.45631067961165,0.0,13.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
0,2.0,12.671491270741388,1.0,55.33980582524272,2.0,3.0,0.0,4.0,1.0,0.0,0.0,47.95918367346939,38.0,1
36,2.0,16.050392325083155,2.0,50.48543689320388,2.0,5.0,0.0,4.0,1.0,0.0,0.0,47.95918367346939,38.0,0
46,2.0,21.3180190593859,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
20,2.0,26.23199873182354,2.0,50.48543689320388,4.0,10.0,3.0,4.0,0.0,0.0,0.0,19.387755102040817,38.0,0
0,2.0,5.5181324060586725,2.0,44.66019417475728,6.0,7.0,4.0,2.0,1.0,0.0,0.0,9.183673469387754,38.0,0
32,1.0,7.672535611333851,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
28,2.0,16.042772380695144,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
17,2.0,12.60835458866928,2.0,48.543689320388346,4.0,10.0,3.0,4.0,0.0,0.0,0.0,34.69387755102041,38.0,0
46,5.0,19.111977123838383,0.0,52.42718446601941,0.0,0.0,4.0,4.0,0.0,0.0,0.0,37.755102040816325,38.0,0
39,2.0,12.039716238713808,0.0,53.398058252427184,5.0,13.0,1.0,4.0,0.0,0.0,0.0,29.591836734693878,38.0,0
38,2.0,4.60897779126387,3.0,51.45631067961165,0.0,2.0,4.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
36,2.0,9.922936508854445,2.0,50.48543689320388,2.0,7.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
28,2.0,22.112738437925007,2.0,43.689320388349515,2.0,6.0,0.0,4.0,1.0,0.0,0.0,42.857142857142854,25.0,0
49,2.0,24.249180345714155,2.0,50.48543689320388,4.0,0.0,4.0,4.0,0.0,0.0,0.0,34.69387755102041,38.0,0
38,2.0,1.0085540679277223,3.0,54.36893203883495,2.0,3.0,0.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,1
39,2.0,6.973813925040157,2.0,50.48543689320388,4.0,11.0,1.0,4.0,1.0,0.0,0.0,62.244897959183675,8.0,0
40,2.0,22.034021690988123,2.0,50.48543689320388,2.0,3.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
30,2.0,10.758204877172622,3.0,51.45631067961165,2.0,11.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,1
44,2.0,18.49687072015958,3.0,51.45631067961165,2.0,12.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
40,2.0,10.144527213066572,2.0,50.48543689320388,2.0,7.0,0.0,4.0,1.0,0.0,0.0,23.469387755102044,38.0,0
30,2.0,13.90911991683375,2.0,50.48543689320388,4.0,6.0,2.0,4.0,0.0,0.0,0.0,34.69387755102041,32.0,0
42,2.0,1.9895538726666475,1.0,55.33980582524272,0.0,13.0,1.0,4.0,0.0,0.0,43.06703397612489,39.795918367346935,38.0,0
52,4.0,6.049419421469329,0.0,52.42718446601941,0.0,13.0,1.0,4.0,0.0,0.0,0.0,34.69387755102041,38.0,0
42,2.0,20.12168779046786,3.0,51.45631067961165,2.0,2.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,1
39,2.0,9.46356271860566,3.0,51.45631067961165,2.0,2.0,0.0,4.0,1.0,0.0,0.0,52.04081632653061,38.0,1
-43,2.0,10.865020169040303,3.0,51.45631067961165,0.0,13.0,4.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,0
62,4.0,4.593057550310342,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
30,2.0,13.088275014678599,0.0,52.42718446601941,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,8.0,0
39,2.0,49.795520153052024,3.0,54.36893203883495,2.0,13.0,0.0,4.0,1.0,0.0,0.0,55.10204081632653,38.0,1
0,2.0,19.962757521803585,2.0,50.48543689320388,2.0,12.0,5.0,4.0,0.0,0.0,0.0,19.387755102040817,38.0,0
49,2.0,5.915458077719351,1.0,55.33980582524272,2.0,13.0,5.0,4.0,0.0,0.0,45.38567493112948,39.795918367346935,38.0,1
25,2.0,6.404223082036186,2.0,48.543689320388346,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
48,2.0,27.111013745155045,2.0,48.543689320388346,2.0,12.0,0.0,4.0,1.0,0.0,45.959595959595966,39.795918367346935,38.0,0
44,5.0,19.148375965334694,3.0,54.36893203883495,4.0,0.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
36,2.0,13.163453930292478,2.0,46.60194174757281,0.0,5.0,1.0,4.0,1.0,0.0,0.0,56.12244897959184,38.0,0
40,2.0,7.170843915644494,2.0,50.48543689320388,4.0,5.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,20.0,0
21,2.0,12.133468768773469,2.0,50.48543689320388,4.0,0.0,3.0,2.0,0.0,0.0,0.0,34.69387755102041,22.0,0
41,2.0,4.865946808706059,3.0,51.45631067961165,5.0,7.0,1.0,4.0,0.0,0.0,0.0,37.755102040816325,38.0,0
24,2.0,13.632420686244028,3.0,54.36893203883495,4.0,7.0,1.0,4.0,0.0,0.0,0.0,50.0,38.0,0
67,4.0,7.456115583670732,2.0,50.48543689320388,2.0,4.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
24,2.0,14.543956533660085,3.0,54.36893203883495,4.0,0.0,3.0,4.0,1.0,0.0,0.0,37.755102040816325,38.0,0
0,4.0,25.27637606330541,3.0,54.36893203883495,2.0,10.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
48,2.0,5.573445038089516,1.0,55.33980582524272,0.0,10.0,1.0,4.0,1.0,0.0,0.0,34.69387755102041,38.0,0
29,2.0,9.857622699814334,2.0,50.48543689320388,4.0,6.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,6.0,0
50,2.0,8.476235638615973,3.0,54.36893203883495,0.0,13.0,4.0,4.0,0.0,0.0,0.0,35.714285714285715,20.0,0
64,5.0,36.46483565752976,2.0,47.57281553398058,2.0,3.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
49,2.0,3.64852462228548,2.0,46.60194174757281,0.0,7.0,1.0,2.0,1.0,0.0,0.0,36.73469387755102,38.0,0
37,2.0,4.473995919247639,3.0,54.36893203883495,2.0,7.0,0.0,1.0,1.0,0.0,0.0,29.591836734693878,2.0,0
52,2.0,12.077067573258622,2.0,50.48543689320388,2.0,6.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
22,2.0,12.004542031136998,3.0,51.45631067961165,4.0,9.0,3.0,4.0,1.0,0.0,0.0,24.48979591836735,38.0,0
19,5.0,3.954955243032004,3.0,51.45631067961165,4.0,0.0,3.0,4.0,1.0,0.0,0.0,14.285714285714285,38.0,0
52,2.0,11.088379788913935,2.0,50.48543689320388,0.0,2.0,2.0,4.0,1.0,0.0,0.0,55.10204081632653,38.0,1
42,2.0,10.07771662923596,3.0,54.36893203883495,3.0,11.0,3.0,1.0,0.0,0.0,0.0,39.795918367346935,38.0,0
0,2.0,5.488605121555122,2.0,50.48543689320388,5.0,3.0,1.0,4.0,0.0,0.0,0.0,35.714285714285715,38.0,0
27,2.0,7.512448743967827,3.0,51.45631067961165,4.0,0.0,4.0,4.0,0.0,0.0,0.0,50.0,38.0,0
54,5.0,12.471399695338297,2.0,50.48543689320388,4.0,7.0,1.0,2.0,0.0,0.0,0.0,37.755102040816325,38.0,0
37,2.0,19.122726688242903,2.0,13.592233009708735,2.0,2.0,0.0,4.0,1.0,0.0,37.37373737373738,39.795918367346935,38.0,0
37,2.0,11.415629186291994,2.0,47.57281553398058,2.0,12.0,0.0,4.0,1.0,0.0,0.0,34.69387755102041,38.0,0
28,2.0,7.4857109033920315,2.0,25.242718446601938,2.0,2.0,0.0,4.0,1.0,0.0,0.0,29.591836734693878,38.0,0
63,2.0,10.664996628854961,3.0,54.36893203883495,2.0,10.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
19,2.0,24.58534235661748,2.0,50.48543689320388,4.0,6.0,3.0,4.0,1.0,0.0,0.0,41.83673469387755,38.0,0
28,2.0,9.695902987222308,3.0,54.36893203883495,4.0,10.0,3.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
44,2.0,11.107157509012968,2.0,56.310679611650485,4.0,13.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,1
64,2.0,5.934371868253883,2.0,50.48543689320388,0.0,8.0,1.0,4.0,0.0,0.0,0.0,50.0,38.0,0
40,2.0,5.249461331163464,2.0,50.48543689320388,2.0,5.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
59,1.0,15.073066422102738,0.0,53.398058252427184,0.0,7.0,1.0,4.0,0.0,0.0,0.0,50.0,38.0,0
22,2.0,26.267581150706853,3.0,51.45631067961165,4.0,0.0,3.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
40,2.0,26.51298418113152,3.0,51.45631067961165,4.0,7.0,1.0,4.0,0.0,0.0,0.0,43.87755102040816,38.0,0
35,2.0,14.470614568925459,2.0,45.631067961165044,2.0,5.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,25.0,0
20,2.0,8.915266898757473,3.0,51.45631067961165,4.0,0.0,3.0,4.0,0.0,0.0,0.0,14.285714285714285,38.0,0
35,1.0,11.929839362047371,2.0,50.48543689320388,4.0,9.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
28,2.0,23.24606909520644,3.0,90.29126213592232,2.0,3.0,0.0,4.0,1.0,0.0,0.0,47.95918367346939,38.0,0
28,2.0,3.510277059817244,2.0,50.48543689320388,0.0,6.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
25,3.0,10.080165897074963,0.0,98.05825242718447,4.0,10.0,1.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
37,2.0,5.080938096796426,2.0,50.48543689320388,0.0,0.0,4.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
31,2.0,10.098127194560993,0.0,52.42718446601941,0.0,10.0,3.0,4.0,0.0,0.0,0.0,37.755102040816325,38.0,0
41,2.0,12.09897491337416,2.0,50.48543689320388,4.0,0.0,2.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
31,2.0,24.9195993814238,2.0,47.57281553398058,2.0,11.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
44,2.0,14.121117655343113,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
20,2.0,1.3490022975493032,3.0,51.45631067961165,4.0,3.0,1.0,2.0,1.0,0.0,0.0,46.93877551020408,38.0,0
57,4.0,2.2437334461810816,3.0,51.45631067961165,2.0,4.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,0
44,3.0,6.039146103589062,2.0,50.48543689320388,2.0,3.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,11.0,0
36,2.0,11.479854431848102,2.0,50.48543689320388,2.0,13.0,0.0,4.0,1.0,0.0,45.38567493112948,39.795918367346935,38.0,1
40,2.0,11.51339579419891,0.0,52.42718446601941,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
21,2.0,13.369396534422078,0.0,53.398058252427184,4.0,7.0,1.0,2.0,1.0,0.0,0.0,34.69387755102041,22.0,0
21,2.0,3.1907836772626985,3.0,51.45631067961165,4.0,2.0,1.0,4.0,1.0,0.0,0.0,70.40816326530613,38.0,0
34,4.0,20.772240542594467,2.0,56.310679611650485,5.0,13.0,4.0,4.0,1.0,0.0,0.0,47.95918367346939,38.0,1
24,2.0,12.556987999267943,3.0,54.36893203883495,4.0,3.0,3.0,4.0,0.0,0.0,0.0,14.285714285714285,38.0,0
28,2.0,20.254764676387087,2.0,47.57281553398058,0.0,7.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
35,2.0,10.463612384314619,2.0,50.48543689320388,5.0,12.0,3.0,4.0,1.0,0.0,0.0,50.0,38.0,0
35,2.0,4.944663555642943,2.0,50.48543689320388,0.0,2.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
-38,5.0,13.98416276201213,3.0,54.36893203883495,4.0,3.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
39,2.0,5.72768087672903,3.0,54.36893203883495,2.0,5.0,5.0,4.0,0.0,0.0,0.0,39.795918367346935,30.0,1
